artwork_id_hash,artist_id_hash,upload_timestamp
9338d925a4f391d049f1cb55be83206d,ac648ab20e0c330dcfaa912644abcc2f,0
6ff620bdd4b7143ef7ef9a43ae35379f,dfc6c382d6584b22b5ba75c62cdb0c56,0
ec4708be07b9b92dfd3c98b92d5b273e,e836b4d62ec611a38ce9dd6e394a65e1,1
bb8fe17afcd2b8a8700155b79980a7d9,942050a4fd56327fb69ecb8b81948ded,2
6e4d56f3158cb58ec8879a89c822a2fa,6db6ff91c3f32433405a103ff4748703,2
e8cee599a96d983fa29235f53c27b931,9e49049d67f46673fb47be253223f31c,2
2cf47fbdb6fd6d8f9f41b7319fc21849,4cef4218a84c616efeb9101fe659aa8a,2
0a3e0164c8a66330593942e5ce0806d5,e3d3ec4aa04f1fd319d82505514b90be,2
6a20b2311694c41ee8a0d5ea3e35d58c,418bfbb27d0b535ab2bb4debbf3b6257,3
bfd22af365e7d239d78993b7c7e4e3f2,7f766923bdec3332772bd8faf1e8e335,3
6fec8c62d3af9636c0dbcecdcfea5337,7b7a319ca449e52c12eae0d1cbeb6fa3,4
a929ee3b832d486510a896fa78351b40,626188280ff0fb231400d13be42c3558,5
b6d2571e6b7f4afe893d100c9f071742,a5d163b6594626344fe5e37a9712b424,6
562780f0bf23f34c0f0c922b879c72e2,7965b8ac108554768c0c6bf7ec573ff6,7
ef574d28091f43c35babef5979dbcb3d,f3ee27df21fee09c3aa3fe5dee288d0c,8
5880fa0f61ccea21fc5189e08017d916,98ffcd2f650d202dda022110abacdc25,9
67a496ea583778f32402bc0c9b44d228,4cef4218a84c616efeb9101fe659aa8a,10
0ddd656f2d67feb9c089544988cb7794,418bfbb27d0b535ab2bb4debbf3b6257,11
39675e33235ae6a0c54d36d5f7c91edd,ae326e39eb65c3cb0dcb871affa83ffd,12
acd30defb9a409247fa7cc9f113d9459,e836b4d62ec611a38ce9dd6e394a65e1,13
9fa69789debd00e966a1cc49676146bf,f72bcd5e02789ef7244b2890000a94c8,14
3309eedc173b3fe35146fa5aa69058a0,7f766923bdec3332772bd8faf1e8e335,15
86bf91217d0d907a4624a8c3dcb3a531,93c7795bd38c6f366162c2f62160b72d,16
db41795d7ef00354fca48ed07a915a3e,cd3e68e23a6ae1254b9dca72488db325,17
3b6ee2f3fc3ac95a245d9984c6f8f372,cd3e68e23a6ae1254b9dca72488db325,18
9e75a55d14620353a638280e084df1cb,6db6ff91c3f32433405a103ff4748703,19
80958316399c474a6ccfa7ac67528967,8d66bbdd358751a9a8e62164a9cb95e3,20
903a49111441f3cb30e5822b81a85d53,cd3e68e23a6ae1254b9dca72488db325,21
b3b0a6dc03e8b4d186f495e1d68c83c8,84e4d71ba7f3907803ae9f83c7f4cfb2,22
2d371b73b46eeae59777c8fb1ab5d9fb,ac648ab20e0c330dcfaa912644abcc2f,23
98d38455f07f365f744491fe3d269a0a,7f766923bdec3332772bd8faf1e8e335,24
257309048f34130a063105332d951013,0948693ee537b9449e55fddc236ee3bf,25
de7a65ed4c5cc3fdfc064a2c3c099d5e,b832bfe557b2ec5cdc61ffec620a796b,26
88f06e3a2a860c68b8e87598c2c84d62,b832bfe557b2ec5cdc61ffec620a796b,27
70e0699ee8b7c9315769b34733507f92,af726046791a92fc03b65a2999707d29,28
960d45d035536bed324a2382d5054a81,e836b4d62ec611a38ce9dd6e394a65e1,29
ffb7fc23286f97019106e0ea517f5562,418bfbb27d0b535ab2bb4debbf3b6257,30
7d7418cec3e173f5acddc3dfc2a765a0,3403f3758ce5465febcbe382c5daf59c,31
10261497f6b08b22f0f1d97fcd5fca8c,48f04802e94f7c9558e39433745eb319,32
33e63bf66d283d9ef90b5523bae58762,8d66bbdd358751a9a8e62164a9cb95e3,33
6cf3cd3f94bb55370095638240ff5d86,7f57253fa8761f98f3d791c62c0647b2,34
ce1e4c1df3b58fb2ddf1da1a7e10c22b,7c4deb92ad29cfc093d5f36b34d924e0,35
763f4f6a25a1075553f9f9b0aa79254f,ad70201a6acd1f04279560543b56f91d,36
